,Name,Age,Avg_mark
722,David Doe,18,2.41
719,Steven Turner,18,6.67
4442,Laura Spencer,18,4.16
701,Darrell Monfort,18,0.82
686,Adrian Whitten,18,7.85
4469,Duane Tatsch,18,8.59
672,Francine Henderson,18,3.63
667,Ashleigh Greigo,18,8.98
659,Jamie Koziel,18,3.71
4485,Raymond Hopkins,18,5.82
639,Dennis Fowler,18,6.32
4493,Jack Damon,18,9.23
1038,Jesse Moland,18,4.73
1067,Edward Rymer,18,9.63
1078,Cecelia Sanchez,18,7.73
3923,Valerie Hall,18,0.56
3903,Willard Bristol,18,6.28
3904,Isidro Petty,18,5.22
3909,George Thompson,18,0.98
3913,Lucille Ruder,18,4.85
3915,Violet Holton,18,5.91
1366,John Malone,18,4.82
1363,Donald Knight,18,7.37
1361,Kevin Medley,18,9.52
1356,Mitchell Greene,18,4.96
4146,Kelly Winter,18,2.87
1340,Carla Madina,18,2.89
3940,Sandra Horn,18,6.72
1336,Izetta Luke,18,9.69
3947,Silvia Waterman,18,0.44
1334,Fern Bolton,18,4.53
3954,Sandra Hogen,18,9.98
3963,Michael Belcher,18,9.73
1300,Phillip Taylor,18,7.76
1385,Sandra Woods,18,9.13
1390,Jose Montanez,18,0.28
1395,Steven Shiflett,18,8.97
1415,Jeffrey Ralph,18,0.6
1554,Stephanie Rogers,18,4.98
1545,Steve Reinhardt,18,5.92
1544,Anthony Dixon,18,1.63
1517,Holly Sabatelli,18,4.12
3803,Carmen Walters,18,2.94
1505,Luke Jack,18,6.72
3822,Charles Hoisington,18,7.48
3827,Joe Harren,18,0.18
1472,Hilton Jordan,18,9.31
3834,Sonia Smith,18,7.33
1469,John Salazar,18,6.79
1465,Jeffrey Melton,18,6.75
1460,Joe Fisher,18,8.9
1457,Glenn Iberg,18,8.92
3843,Albert Ayala,18,2.1
3865,Betty Brown,18,6.19
1420,Sarah Smith,18,1.77
1299,Corine Peterson,18,7.33
3980,Cassandra Derosier,18,9.77
1293,Kelly Martinez,18,1.22
4057,Charles Canales,18,9.91
4069,Lori Brinks,18,5.67
4071,Audrey Zanella,18,8.51
4076,Darrell Sims,18,2.76
1155,George Riley,18,5.96
1154,Ricardo Rivers,18,9.14
1148,Raymond Hankins,18,3.04
1147,Lourie Hayden,18,2.63
1143,Jennifer Gower,18,2.21
1142,Jose Martin,18,6.13
1135,Joseph Williams,18,5.63
1130,Dorothy Teas,18,9.49
1121,David Forsythe,18,4.75
1102,Brandon Abramek,18,5.01
4132,James Sellers,18,2.62
1097,Shirley Lockwood,18,9.27
4138,Winnie Skora,18,3.84
1088,Justine White,18,7.62
4065,Mary Davis,18,4.63
1219,Genia Baskett,18,7.02
3983,Roger Fisher,18,8.1
4032,Juan Rorick,18,6.83
1290,Michael Long,18,4.02
1286,Alfredo Stobie,18,4.65
1284,Craig Martin,18,7.63
1281,Maria Nevins,18,6.52
1268,Jay Dohse,18,3.54
1263,Donald Scheetz,18,4.72
1262,Dino Monroe,18,8.77
1261,Donald Muller,18,5.1
1260,Sade Carlson,18,2.88
1252,Amy Ford,18,6.07
4016,Joshua Keyes,18,4.16
1250,Joseph Petch,18,3.01
1249,Eric Mooney,18,8.16
4020,Leanna Holland,18,3.97
1234,Bertha Flynn,18,5.04
1231,Elizabeth Snyder,18,9.93
4030,Larry Hernandez,18,2.16
2493,Clarence Jacobs,18,3.98
